experiment_sample_index,digit_label,original_mnist_test_index_0based,original_mnist_test_position_1based,digit_position_within_test_1based,mnist_split,mnist_image_shape,idx_image_byte_offset_uncompressed,idx_label_byte_offset_uncompressed,torchvision_lookup,source_run,predicted_class,inference_correct,mnist_images_file,mnist_labels_file,mnist_images_url,mnist_labels_url
83,4,95,96,14,test,28x28,74496,103,MNIST(train=False)[95],run_20260720_193925,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
84,1,96,97,14,test,28x28,75280,104,MNIST(train=False)[96],run_20260720_193925,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
85,7,97,98,15,test,28x28,76064,105,MNIST(train=False)[97],run_20260720_193925,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
86,6,98,99,10,test,28x28,76848,106,MNIST(train=False)[98],run_20260720_193925,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
87,6,100,101,11,test,28x28,78416,108,MNIST(train=False)[100],run_20260720_193925,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
88,0,101,102,9,test,28x28,79200,109,MNIST(train=False)[101],run_20260720_193925,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
89,5,102,103,8,test,28x28,79984,110,MNIST(train=False)[102],run_20260720_193925,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
90,4,103,104,15,test,28x28,80768,111,MNIST(train=False)[103],run_20260720_193925,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
91,2,106,107,9,test,28x28,83120,114,MNIST(train=False)[106],run_20260720_193925,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
92,1,107,108,15,test,28x28,83904,115,MNIST(train=False)[107],run_20260720_193925,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
93,4,109,110,16,test,28x28,85472,117,MNIST(train=False)[109],run_20260720_193925,1,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
94,7,111,112,16,test,28x28,87040,119,MNIST(train=False)[111],run_20260720_193925,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
95,3,112,113,12,test,28x28,87824,120,MNIST(train=False)[112],run_20260720_193925,7,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
96,7,114,115,17,test,28x28,89392,122,MNIST(train=False)[114],run_20260720_193925,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
97,4,115,116,17,test,28x28,90176,123,MNIST(train=False)[115],run_20260720_193925,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
98,4,116,117,18,test,28x28,90960,124,MNIST(train=False)[116],run_20260720_193925,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
99,4,117,118,19,test,28x28,91744,125,MNIST(train=False)[117],run_20260720_193925,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
100,2,119,120,10,test,28x28,93312,127,MNIST(train=False)[119],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
101,5,120,121,9,test,28x28,94096,128,MNIST(train=False)[120],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
102,4,121,122,20,test,28x28,94880,129,MNIST(train=False)[121],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
103,7,122,123,18,test,28x28,95664,130,MNIST(train=False)[122],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
104,6,123,124,12,test,28x28,96448,131,MNIST(train=False)[123],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
105,7,124,125,19,test,28x28,97232,132,MNIST(train=False)[124],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
106,0,126,127,10,test,28x28,98800,134,MNIST(train=False)[126],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
107,5,127,128,10,test,28x28,99584,135,MNIST(train=False)[127],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
108,5,129,130,11,test,28x28,101152,137,MNIST(train=False)[129],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
109,6,130,131,13,test,28x28,101936,138,MNIST(train=False)[130],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
110,6,131,132,14,test,28x28,102720,139,MNIST(train=False)[131],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
111,5,132,133,12,test,28x28,103504,140,MNIST(train=False)[132],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
112,7,133,134,20,test,28x28,104288,141,MNIST(train=False)[133],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
113,1,135,136,16,test,28x28,105856,143,MNIST(train=False)[135],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
114,0,136,137,11,test,28x28,106640,144,MNIST(train=False)[136],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
115,1,137,138,17,test,28x28,107424,145,MNIST(train=False)[137],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
116,6,138,139,15,test,28x28,108208,146,MNIST(train=False)[138],run_20260720_211008,4,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
117,4,139,140,21,test,28x28,108992,147,MNIST(train=False)[139],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
118,6,140,141,16,test,28x28,109776,148,MNIST(train=False)[140],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
119,7,141,142,21,test,28x28,110560,149,MNIST(train=False)[141],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
120,3,142,143,13,test,28x28,111344,150,MNIST(train=False)[142],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
121,1,143,144,18,test,28x28,112128,151,MNIST(train=False)[143],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
122,7,144,145,22,test,28x28,112912,152,MNIST(train=False)[144],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
123,1,145,146,19,test,28x28,113696,153,MNIST(train=False)[145],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
124,2,147,148,11,test,28x28,115264,155,MNIST(train=False)[147],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
125,0,148,149,12,test,28x28,116048,156,MNIST(train=False)[148],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
126,2,149,150,12,test,28x28,116832,157,MNIST(train=False)[149],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
127,5,152,153,13,test,28x28,119184,160,MNIST(train=False)[152],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
128,5,153,154,14,test,28x28,119968,161,MNIST(train=False)[153],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
129,1,154,155,20,test,28x28,120752,162,MNIST(train=False)[154],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
130,5,155,156,15,test,28x28,121536,163,MNIST(train=False)[155],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
131,6,156,157,17,test,28x28,122320,164,MNIST(train=False)[156],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
132,0,157,158,13,test,28x28,123104,165,MNIST(train=False)[157],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
133,3,158,159,14,test,28x28,123888,166,MNIST(train=False)[158],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
134,4,159,160,22,test,28x28,124672,167,MNIST(train=False)[159],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
135,4,160,161,23,test,28x28,125456,168,MNIST(train=False)[160],run_20260720_211008,6,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
136,6,161,162,18,test,28x28,126240,169,MNIST(train=False)[161],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
137,5,162,163,16,test,28x28,127024,170,MNIST(train=False)[162],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
138,4,163,164,24,test,28x28,127808,171,MNIST(train=False)[163],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
139,6,164,165,19,test,28x28,128592,172,MNIST(train=False)[164],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
140,5,165,166,17,test,28x28,129376,173,MNIST(train=False)[165],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
141,4,166,167,25,test,28x28,130160,174,MNIST(train=False)[166],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
142,5,167,168,18,test,28x28,130944,175,MNIST(train=False)[167],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
143,1,168,169,21,test,28x28,131728,176,MNIST(train=False)[168],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
144,4,169,170,26,test,28x28,132512,177,MNIST(train=False)[169],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
145,4,170,171,27,test,28x28,133296,178,MNIST(train=False)[170],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
146,7,171,172,23,test,28x28,134080,179,MNIST(train=False)[171],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
147,2,172,173,13,test,28x28,134864,180,MNIST(train=False)[172],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
148,3,173,174,15,test,28x28,135648,181,MNIST(train=False)[173],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
149,2,174,175,14,test,28x28,136432,182,MNIST(train=False)[174],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
150,7,175,176,24,test,28x28,137216,183,MNIST(train=False)[175],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
151,1,176,177,22,test,28x28,138000,184,MNIST(train=False)[176],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
152,1,178,179,23,test,28x28,139568,186,MNIST(train=False)[178],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
153,1,180,181,24,test,28x28,141136,188,MNIST(train=False)[180],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
154,5,182,183,19,test,28x28,142704,190,MNIST(train=False)[182],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
155,0,183,184,14,test,28x28,143488,191,MNIST(train=False)[183],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
156,2,186,187,15,test,28x28,145840,194,MNIST(train=False)[186],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
157,5,187,188,20,test,28x28,146624,195,MNIST(train=False)[187],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
158,0,188,189,15,test,28x28,147408,196,MNIST(train=False)[188],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
159,1,189,190,25,test,28x28,148192,197,MNIST(train=False)[189],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
160,1,190,191,26,test,28x28,148976,198,MNIST(train=False)[190],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
161,1,191,192,27,test,28x28,149760,199,MNIST(train=False)[191],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
162,0,192,193,16,test,28x28,150544,200,MNIST(train=False)[192],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
163,0,194,195,17,test,28x28,152112,202,MNIST(train=False)[194],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
164,3,195,196,16,test,28x28,152896,203,MNIST(train=False)[195],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
165,1,196,197,28,test,28x28,153680,204,MNIST(train=False)[196],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
166,6,197,198,20,test,28x28,154464,205,MNIST(train=False)[197],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
